Model,Group,EO_gap,Diff. TPR,Diff. TNR,Diff. FPR,Diff. FNR,SP,DI
28,race_Black,0.1065707409321987,0.06943188053798188,0.10657074093219865,0.1065707409321987,0.069431880537982,-0.21867443530742525,0.0749022685512889
28,race_White,0.07454428609502908,0.014983728425323584,0.07454428609502906,0.07454428609502908,0.014983728425323611,0.144466316966317,-0.03696096741280708
28,race_Asian-Pac-Islander,0.047393480003694144,0.047393480003694144,0.0010848234781979382,0.0010848234781979105,0.047393480003694144,0.046083100113119446,-0.03959227460988002
28,race_Amer-Indian-Eskimo,0.15573652619732403,0.15573652619732403,0.11342876102000188,0.11342876102000188,0.155736526197324,0.003385349265234483,0.10585965906645445
29,sex_Female,0.1985525738126351,0.12193263448804792,0.19855257381263502,0.1985525738126351,0.12193263448804792,-0.32909086180687214,0.10414575786858837
29,age_>45,0.12413485011734646,0.048517012695841855,0.12413485011734648,0.12413485011734646,0.048517012695841744,0.18557904079004878,-0.056103607950872214
29,race_Black,0.1153303518851283,0.07507014869840056,0.1153303518851283,0.1153303518851283,0.07507014869840045,-0.22494760130414537,0.07844000325373113
29,race_White,0.0891115664343167,0.02988959073148756,0.08911156643431661,0.0891115664343167,0.029889590731487586,0.15794398294398293,-0.04160939562128285
29,race_Asian-Pac-Islander,0.022970050959285948,0.022970050959285948,0.014624293104627983,0.014624293104627956,0.02297005095928592,0.02550167279673743,-0.03127879947500756
29,race_Amer-Indian-Eskimo,0.11026009753657617,0.11026009753657617,0.06847410497045525,0.06847410497045536,0.1102600975365762,-0.04028808270784806,0.10472408951753376
30,sex_Female,0.19747300162455478,0.128005381835973,0.19747300162455472,0.19747300162455478,0.12800538183597301,-0.328832207347965,0.10394979447614072
30,age_>45,0.14262821581630247,0.039878102507166835,0.14262821581630247,0.14262821581630247,0.03987810250716686,0.1877308643683817,-0.04329365055955081
30,race_Black,0.13761776770962467,0.07640417343052319,0.13761776770962475,0.13761776770962467,0.07640417343052316,-0.23930533321852265,0.057745743592739096
30,race_White,0.10682234031903878,0.017848974646372584,0.10682234031903881,0.10682234031903878,0.017848974646372584,0.16350685100685097,-0.020680776342993146
30,race_Asian-Pac-Islander,0.045733281707771245,0.045733281707771245,0.04547780326220496,0.04547780326220499,0.04573328170777127,0.02306473476205473,-0.05566430639034714
30,race_Amer-Indian-Eskimo,0.16149649868700766,0.16149649868700766,0.10754131513255605,0.10754131513255599,0.16149649868700763,0.0033422123486612776,0.10009638894967343
31,sex_Female,0.194343810441514,0.07726637112849954,0.19434381044151394,0.194343810441514,0.0772663711284996,-0.31297321040714116,0.07471925935785262
31,age_>45,0.13468043163873772,0.049614283862394526,0.13468043163873777,0.13468043163873772,0.0496142838623945,0.19123166115397094,-0.05203838089985646
31,race_Black,0.09954652868983102,0.03619596580244999,0.09954652868983105,0.09954652868983102,0.036195965802449964,-0.20296289917923388,0.06363824677106034
31,race_White,0.07699180671656639,0.009795243532398135,0.07699180671656636,0.07699180671656639,0.009795243532398246,0.14350769600769597,-0.034926525574130673
31,race_Asian-Pac-Islander,0.026516779102573773,0.026516779102573773,0.016608756528525226,0.016608756528525198,0.026516779102573718,0.026578113811464354,-0.03387973923841736
31,race_Amer-Indian-Eskimo,0.11369888708265596,0.11369888708265596,0.06766834139096911,0.06766834139096914,0.11369888708265599,-0.04053567063526303,0.10050081200971972
32,sex_Female,0.1757283699210218,0.0915110463175085,0.1757283699210218,0.1757283699210218,0.0915110463175085,-0.30340625546658534,0.10472251031228186
32,age_>45,0.20074961449875642,0.07492240592922261,0.2007496144987564,0.20074961449875642,0.07492240592922264,0.23112274108508968,-0.05069980714516287
32,race_Black,0.12846579632413233,0.11232577211229,0.12846579632413235,0.12846579632413233,0.11232577211229003,-0.24382761954339255,0.09603737924238165
32,race_White,0.09824390118219306,0.04522633550869626,0.09824390118219306,0.09824390118219306,0.0452263355086962,0.16816631566631568,-0.04797055895313962
32,race_Asian-Pac-Islander,0.028620318416407553,0.028620318416407553,0.00035995513947517654,0.00035995513947517654,0.028620318416407553,0.03492697829570446,-0.02989001923980028
32,race_Amer-Indian-Eskimo,0.1449043391271727,0.1449043391271727,0.02280026542800262,0.022800265428002647,0.1449043391271727,-0.06134833419607161,0.06029878618113904
33,sex_Female,0.16313015298930805,0.06588616821873794,0.163130152989308,0.16313015298930805,0.06588616821873788,-0.2879561155775704,0.08107595527364453
33,age_>45,0.1261935015011838,0.03493410393647156,0.1261935015011838,0.1261935015011838,0.034934103936471506,0.17807691789300173,-0.043044258955284076
33,race_Black,0.11478604476563162,0.05872647901671402,0.1147860447656317,0.11478604476563162,0.05872647901671399,-0.21839370354569404,0.06022973677179122
33,race_White,0.08586601586704226,0.02240440449877612,0.08586601586704223,0.08586601586704226,0.022404404498776148,0.15230291980291982,-0.03348108743777467
